courseId,chapterId,lessonId,topicId,questionId,question,options,correct
course_1,102,les_2_10,topic_2_10_4,quiz_2_10_1_4,Which tool helps track improvements after a Command Debrief?,"A) Patient satisfaction surveys  tracker |
B) Staff training schedules  tracker |
C) Corrective and preventive actions  tracker |
D) General meeting minutes  tracker",C
course_1,102,les_2_10,topic_2_10_5,quiz_2_10_1_5,"An ICU oxygen supply interruption occurs due to a faulty regulator. As a QA/QC officer, which redesign strategy best addresses this issue and ensures long-term prevention?","A) Update SOPs with daily regulator checks, install pressure alarms, and cross-train staff |
B) Revise SOPs for weekly regulator checks, add alarms, and train only technicians |
C) Implement daily regulator checks, use manual overrides, and train nursing staff |
D) Install pressure alarms, update SOPs for monthly checks, and retrain all staff",A
,,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
course_1,102,,,,,,
